Group,Species,N_Years,First_Year,Last_Year,N_Records,Mean_growth_rate,Lower_CI,Upper_CI,Precision
Lichens,Lecanora pannonica,41,1975,2015,79,1.5913,-3.271221921,6.356653597,0.154073756
Hoverflies,Xanthandrus comtus,36,1979,2014,328,6.9881,2.362014987,12.10218592,0.154486248
Empid&DolichopodidFlies,Trichina bilobata,36,1978,2013,57,2.8639,-1.470523404,8.045759599,0.154672433
RoveBeetles,Atheta crassicornis,28,1982,2009,81,-4.6285,-10.45595431,-0.396266266,0.154781439
Lichens,Lecanora argentata,46,1970,2015,70,5.2694,1.310148196,10.74194966,0.155077923
Mayflies,Baetis buceratus,35,1978,2012,490,-2.1905,-7.693514724,2.402337202,0.155233351
Wasps,Dolichovespula media,36,1980,2015,630,8.7094,3.844499945,13.68363216,0.155681912
Caddisflies,Potamophylax rotundipennis,39,1975,2013,105,0.9396,-3.583744074,5.987670922,0.156180494
Lichens,Lecidea plana,41,1975,2015,82,5.5606,1.082041412,11.53833189,0.156306396
Lichens,Intralichen christiansenii,37,1977,2013,70,-3.7707,-8.846210858,1.553217367,0.156412236
Carabids,Anthracus consputus,38,1975,2012,81,-2.5649,-8.217809571,1.635434028,0.156678977
Caddisflies,Tinodes unicolor,38,1977,2014,154,7.376,2.614729224,12.63007585,0.156724109
Lichens,Cladonia cornuta,45,1971,2015,76,-0.6721,-5.881089913,4.208085061,0.157553136
RoveBeetles,Tachyporus pallidus,26,1982,2007,124,-3.5217,-8.768218289,1.157299203,0.157636605
Moths,Pareulype berberata,42,1974,2015,71,-0.2729,-5.837673928,4.506023771,0.158586217
Lacewings,Conwentzia psociformis,40,1975,2014,162,1.9269,-2.921834207,6.877056274,0.159013582
Moths,Eublemma parva,37,1979,2015,342,7.5704,2.835804399,12.6063323,0.159158152
Lichens,Lecania turicensis,46,1970,2015,250,4.7719,0.567469656,10.48128698,0.159815825
Lichens,Lecanora stenotropa,43,1973,2015,80,3.0699,-0.836081377,8.772610257,0.159855467
RoveBeetles,Proteinus brachypterus,28,1982,2009,58,-4.2977,-9.771831321,0.483288125,0.159912623
Lichens,Alectoria nigricans,43,1970,2012,62,-6.1364,-10.86726542,-1.033842392,0.159925197
RoveBeetles,Tachyporus solutus,34,1982,2015,62,-1.8267,-6.970815896,1.567699793,0.160510139
Carabids,Asaphidion stierlini,41,1972,2012,70,-1.1458,-5.85566975,4.187539393,0.161100525
Gelechiids,Gelechia senticetella,26,1988,2013,429,6.8551,2.473664516,12.30893535,0.161259731
Spiders,Ozyptila praticola,44,1970,2013,428,5.2134,0.974586621,10.65608385,0.161582291
Empid&DolichopodidFlies,Chrysotus cilipes,39,1976,2014,157,3.3534,-1.523808011,8.453952774,0.161705092
Mayflies,Baetis atrebatinus,42,1974,2015,162,-0.5699,-5.646559257,4.318219372,0.162020571
Bryophytes,Sphagnum molle,44,1971,2014,136,2.9685,-1.417737816,7.953476575,0.162345682
Bryophytes,Fissidens fontanus,24,1992,2015,58,2.7661,-1.369330904,8.356997716,0.163081166
Spiders,Walckenaeria obtusa,41,1972,2012,54,-3.8942,-8.624787605,0.928961083,0.163313686
Carabids,Bembidion obliquum,38,1976,2013,79,5.7635,1.569992067,11.24155862,0.163656509
Hoverflies,Cheilosia semifasciata,41,1974,2014,73,1.483,-2.93719659,6.651241198,0.163813629
Wasps,Hedychridium coriaceum,32,1984,2015,59,-0.1319,-5.715316524,4.88392936,0.164528369
Weevils,Barynotus squamosus,31,1978,2008,52,-8.3,-13.35346517,-3.737028104,0.165276997
Hoverflies,Eupeodes bucculatus,34,1981,2014,80,2.1927,-2.247608686,7.667463644,0.165550353
Lichens,Verrucaria praetermissa,41,1975,2015,71,3.4495,-0.748015963,8.560178155,0.165652748
Weevils,Anthonomus bituberculatus,42,1974,2015,215,1.1367,-3.341274337,6.786548962,0.165855807
Craneflies,Trichocera saltator,41,1975,2015,72,1.8888,-0.935937734,7.601941968,0.166121818
Spiders,Zodarion italicum,28,1985,2012,177,1.1962,-4.077639367,5.477859552,0.166345173
Spiders,Bathyphantes setiger,44,1970,2013,102,1.609,-2.851666513,6.553844923,0.167247755
Spiders,Walckenaeria monoceros,35,1978,2012,53,-3.5238,-8.285480068,1.324028137,0.167675692
Weevils,Smicronyx jungermanniae,43,1973,2015,61,2.0933,-2.628148204,6.992757924,0.167681732
Empid&DolichopodidFlies,Hercostomus plagiatus,30,1982,2011,74,4.2129,0.364425163,9.4825686,0.167774644
AquaticBugs,Saldula saltatoria,39,1972,2010,142,-3.8878,-8.390266882,1.165904261,0.1683739
FungusGnats,Coelophthinia thoracica,32,1980,2011,62,0.3622,-4.760893211,4.888502338,0.169029576
PlantBugs,Rhyparochromus pini,35,1981,2015,73,4.0369,-0.350457338,9.067100165,0.169151502
Moths,Lymantria dispar,43,1973,2015,164,1.224,-3.478750627,6.304865189,0.169174871
Caddisflies,Oligotricha striata,41,1973,2013,72,2.2422,-2.178847391,6.864036851,0.169995096
PlantBugs,Anthocoris simulans,37,1979,2015,70,-2.1854,-6.767542847,2.668237825,0.170043524
Lichens,Trapeliopsis gelatinosa,45,1971,2015,95,-0.8808,-5.582281087,4.198506428,0.17028048
Spiders,Donacochara speciosa,40,1970,2009,99,-1.4972,-5.341918222,4.087547582,0.170356693
Empid&DolichopodidFlies,Chrysotus neglectus,33,1981,2013,117,0.5188,-4.408537809,5.23397057,0.171339651
Moths,Archanara neurica,36,1977,2012,66,0.8478,-2.298225231,6.712544256,0.171751796
Spiders,Marpissa radiata,44,1970,2013,53,0.7652,-3.990381432,5.549726041,0.17183352
Wasps,Priocnemis agilis,29,1980,2008,66,0.8575,-3.8940044,5.971628013,0.171979175
Millipedes,Craspedosoma rawlinsii,24,1981,2004,60,4.1452,0.202157372,9.409846231,0.171994599
Stoneflies,Brachyptera risi,41,1974,2014,1976,-1.7388,-6.68341191,3.209868452,0.172561911
Hoverflies,Platycheirus perpallidus,37,1976,2012,88,-2.4029,-6.757808867,2.745913828,0.173038437
Wasps,Ectemnius borealis,35,1972,2006,58,-3.5158,-8.41331291,1.011650359,0.173267342
Lacewings,Phaeostigma notata,43,1973,2015,59,0.4281,-4.162599339,5.378185737,0.173552033
Carabids,Bembidion bualei,33,1973,2005,53,-1.7467,-5.950231542,3.386458655,0.173656869
Wasps,Philanthus triangulum,40,1976,2015,1215,10.3667,6.175288839,15.38152955,0.173892633
Craneflies,Dicranomyia goritiensis,36,1980,2015,70,0.5469,-4.468184979,5.004275426,0.174509359
FungusGnats,Mycetophila sordida,37,1975,2011,60,1.3352,-2.468977103,7.097125729,0.174900215
Weevils,Tychius squamulatus,35,1981,2015,51,3.3589,-1.172425373,8.264956708,0.174946968
Empid&DolichopodidFlies,Argyra vestita,35,1980,2014,130,0.9724,-4.263282515,5.240645575,0.17602586
Leaf&SeedBeetles,Donacia marginata,44,1972,2015,95,2.0939,-2.224868178,7.020115988,0.17618903
RoveBeetles,Pachnida nigella,27,1983,2009,85,2.3642,-2.633203295,6.976891741,0.176203606
Soldierflies,Bombylius minor,30,1980,2009,70,1.5347,-2.966753074,6.331959773,0.176462257
Spiders,Centromerus incilium,41,1971,2011,82,-2.5732,-7.299018761,1.76361689,0.177358874
Bryophytes,Ulota hutchinsiae,40,1976,2015,50,-0.7246,-8.129076491,1.316595923,0.177898672
Mayflies,Brachycercus harrisella,38,1978,2015,187,-2.1302,-7.300424636,1.874456372,0.178437885
FungusGnats,Mycetophila unicolor,35,1977,2011,79,4.8137,0.8911915,9.812604672,0.178875029
AquaticBugs,Micronecta poweri,26,1984,2009,101,0.971,-3.89353756,5.633818643,0.178973872
Carabids,Pterostichus gracilis,39,1972,2010,67,-1.4827,-6.226998798,3.01203262,0.179240408
Lichens,Marchandiomyces corallinus,35,1980,2014,57,7.413,2.887134253,12.27049479,0.179751389
Bryophytes,Kiaeria starkei,38,1978,2015,56,1.117,-2.469695033,6.98365272,0.179808194
Bees,Osmia parietina,34,1974,2007,53,-4.9876,-9.90881595,-0.430001962,0.180066223
Caddisflies,Agapetus delicatulus,45,1970,2014,100,-0.489,-5.177309102,4.410516705,0.180309297
Lichens,Cladonia incrassata,44,1970,2013,56,3.251,-0.568126538,8.10783805,0.180811874
Leaf&SeedBeetles,Longitarsus obliteratus,31,1981,2011,62,-1.3484,-6.092300042,3.069145383,0.180830113
Wasps,Pseudepipona herrichii,40,1976,2015,82,-3.2743,-7.807892421,1.460608439,0.180894939
NonmarineMolluscs,Hygromia cinctella,46,1970,2015,123,6.9173,2.860681947,11.94532462,0.181335352
Spiders,Palliduphantes insignis,40,1973,2012,86,-3.0367,-8.002447294,1.26385381,0.181367753
Lichens,Bacidia caligans,42,1972,2013,58,-0.8796,-5.551907828,3.387135613,0.181418335
Hoverflies,Parasyrphus nigritarsis,35,1979,2013,52,2.1272,-2.433388026,7.077681638,0.181478697
ShieldBugs,Eurygaster maura,40,1976,2015,59,-2.605,-7.618888814,1.767606434,0.181748548
Caddisflies,Oecetis notata,38,1976,2013,53,2.2597,-2.352806116,6.997247241,0.182244605
Hoverflies,Platycheirus ambiguus,43,1972,2014,327,0.4787,-3.972456004,5.149398087,0.183276883
Carabids,Poecilus kugelanni,43,1970,2012,131,-1.8311,-6.280657633,2.59060607,0.184249522
Lichens,Stigmidium microspilum,45,1970,2014,97,4.2083,0.103340848,9.160997766,0.18443685
Lichens,Thelenella muscorum var. muscorum,41,1974,2014,68,-1.4176,-6.486518764,2.81023242,0.184513878
Lichens,Muellerella lichenicola,42,1974,2015,122,4.136,-0.008145701,9.030439819,0.18493791
Moths,Deltote bankiana,46,1970,2015,103,1.3325,-2.941600231,6.453103161,0.184939724
Mayflies,Ephemera vulgata,38,1978,2015,817,8.6498,4.748931834,13.75655779,0.18537418
Moths,Acosmetia caliginosa,38,1978,2015,134,-2.0462,-6.529423069,2.200692553,0.186347965
Lichens,Rinodina efflorescens,44,1971,2014,70,1.8395,-2.16313602,7.019869766,0.187132902
Lichens,Bacidia arnoldiana,39,1975,2013,131,2.7311,-1.836829843,7.37288972,0.187221513
Carabids,Bembidion iricolor,42,1972,2013,69,-5.3561,-10.24831678,-1.276642307,0.187378255
Lichens,Sclerococcum sphaerale,42,1974,2015,60,2.7797,-0.003563597,8.056760314,0.1874362
Leaf&SeedBeetles,Bruchus rufipes,44,1972,2015,131,-0.8547,-5.116693203,3.641221128,0.187452905
Lichens,Caloplaca ulcerosa,34,1982,2015,60,2.9696,-0.718710475,8.085295374,0.187580375
Weevils,Brachysomus echinatus,44,1972,2015,57,0.1489,-3.783411707,5.17667893,0.187705152
Leaf&SeedBeetles,Psylliodes laticollis,37,1974,2010,90,-3.1056,-7.85415143,0.840254512,0.187722953
RoveBeetles,Tachyporus obtusus,34,1982,2015,203,-5.5726,-9.919499119,-1.373073919,0.188291662
Leaf&SeedBeetles,Cryptocephalus bilineatus,35,1972,2006,60,-2.4549,-7.252027484,1.753057846,0.188899623
Carabids,Elaphropus parvulus,41,1973,2013,67,2.7111,-1.715074763,7.457821478,0.189723326
Weevils,Trichosirocalus thalhammeri,34,1982,2015,58,-1.5528,-5.971898581,3.123523019,0.189742854
Bees,Lasioglossum semilucens,43,1970,2012,50,-3.4163,-8.024698786,1.042463725,0.189783568
Spiders,Nigma walckenaeri,30,1984,2013,200,8.3151,3.949316267,12.90245947,0.190043068
PlantBugs,Peritrechus lundi,38,1978,2015,97,2.6543,-1.313236819,7.796997502,0.190075565
RoveBeetles,Quedius curtipennis,28,1982,2009,59,-4.5326,-9.132507363,-0.312758285,0.19041083
Moths,Pelosia muscerda,42,1974,2015,283,2.5201,-1.521200573,7.292222683,0.190411184
Carabids,Bembidion fumigatum,41,1970,2010,99,-1.4828,-6.000944125,2.916742139,0.191043033
Lacewings,Dichochrysa prasina,41,1975,2015,188,6.3765,2.447308166,11.44092902,0.191211779
Weevils,Platyrhinus resinosus,39,1977,2015,232,9.7677,5.959038091,14.94063792,0.19145484
Moths,Helicoverpa armigera,46,1970,2015,6062,5.6038,1.763541618,10.70882866,0.191881889
Empid&DolichopodidFlies,Dolichopus diadema,33,1981,2013,84,-0.0046,-4.52309018,4.433051726,0.191948451
RoveBeetles,Hygronoma dimidiata,33,1982,2014,93,-0.4427,-5.286030981,3.785754736,0.192723454
Moths,Eriopygodes imbecilla,44,1972,2015,52,2.962,-0.917278703,7.386171647,0.19285696
Millipedes,Ophiodesmus albonanus,30,1978,2007,95,6.3329,1.743248899,10.83676071,0.19292637
Weevils,Dryocoetes autographus,32,1984,2015,52,0.461,-3.679797748,5.092957528,0.193000214
Spiders,Walckenaeria capito,36,1970,2005,60,-2.6283,-6.782629176,1.818493667,0.193133704
Empid&DolichopodidFlies,Empis volucris,38,1977,2014,53,-1.147,-6.115276982,3.35514041,0.193184783
Moths,Jordanita globulariae,38,1978,2015,52,-0.1391,-3.87108516,4.904809395,0.193768408
Wasps,Tiphia minuta,40,1976,2015,212,4.5667,0.227055837,9.265286292,0.194118264
Ants,Myrmica schencki,38,1978,2015,237,1.1542,-2.824493408,6.418016587,0.194844365
PlantBugs,Chlamydatus pullus,40,1976,2015,78,1.0452,-3.161439214,5.774237004,0.194849992
SoldierBeetles,Malthodes dispar,26,1974,1999,54,-2.2508,-6.694520471,2.236407726,0.194952712
RoveBeetles,Lesteva longoelytrata,34,1982,2015,250,-0.2387,-5.055406209,3.966612612,0.195006442
Bryophytes,Cephaloziella nicholsonii,27,1989,2015,135,3.012,-0.898383135,8.079114203,0.195124936
Leaf&SeedBeetles,Phyllotreta ochripes,39,1977,2015,163,1.6068,-2.129302251,6.408090664,0.195456128
Empid&DolichopodidFlies,Rhamphomyia sulcatella,45,1970,2014,53,0.1782,-4.20643345,4.508967834,0.195535217
Mayflies,Procloeon pennulatum,38,1978,2015,544,0.4673,-4.300074874,4.459082344,0.195857731
Leaf&SeedBeetles,Chaetocnema arida,37,1974,2010,51,0.2203,-4.590780948,4.726884255,0.196035669
Wasps,Chrysura radians,45,1971,2015,85,2.339,-1.627637488,7.08710331,0.196298736
Empid&DolichopodidFlies,Dolichopus picipes,39,1975,2013,117,2.3538,-1.819068604,7.247596429,0.196600518
Moths,Macdunnoughia confusa,39,1977,2015,248,3.3577,-0.892750794,7.699992453,0.197006409
Wasps,Caliadurgus fasciatellus,46,1970,2015,358,0.9655,-3.209285567,5.631806511,0.197055289
FungusGnats,Mycetophila lunata,35,1977,2011,77,2.7188,-1.271502437,7.561684819,0.19767703
Orthoptera,Tetrix ceperoi,33,1980,2012,147,-5.5124,-10.23449766,-1.572541512,0.197904047
Stoneflies,Protonemura praecox,40,1976,2015,115,0.2446,-4.757427129,4.331140546,0.198040701
Bees,Sphecodes ferruginatus,44,1970,2013,80,-3.1433,-8.205442549,0.591022688,0.198620693
Spiders,Sitticus inexpectus,44,1970,2013,85,2.0582,-1.892052648,6.820602618,0.1986385
Carabids,Ophonus puncticeps,41,1974,2014,74,2.4919,-1.704733636,7.108790174,0.198694215
Empid&DolichopodidFlies,Platypalpus annulatus,34,1979,2012,66,0.3045,-4.130111705,4.790913653,0.199283509
PlantBugs,Tinicephalus hortulanus,42,1971,2012,66,-4.4318,-9.3096492,-0.638893091,0.199437116
Empid&DolichopodidFlies,Dolichopus signatus,41,1974,2014,104,0.7642,-4.304419922,4.723560818,0.199648909
Bees,Osmia pilicornis,45,1970,2014,100,-3.3143,-7.209944135,1.205050029,0.199682551
ShieldBugs,Tritomegas bicolor,40,1976,2015,130,-2.151,-5.663559202,2.781366616,0.20022415
Lichens,Sclerophora pallida,41,1975,2015,58,2.1922,-0.452571763,6.67843389,0.201758328
Weevils,Tychius pusillus,44,1972,2015,77,3.07,-0.890772954,7.62877643,0.201907802
Weevils,Limobius mixtus,38,1977,2014,51,0.5615,-3.582400206,4.828087971,0.202288152
Hoverflies,Pocota personata,35,1979,2013,53,0.0145,-4.396158424,4.849216052,0.202540903
Empid&DolichopodidFlies,Medetera saxatilis,39,1976,2014,197,1.2772,-3.119050861,5.434477971,0.203069733
Carabids,Dyschirius aeneus,40,1973,2012,101,-1.5619,-5.741031474,2.838375213,0.203789962
RoveBeetles,Philonthus carbonarius,33,1982,2014,65,-3.2096,-8.049201253,0.248653284,0.20387636
Hoverflies,Cheilosia pubera,39,1976,2014,95,0.7533,-3.37563202,5.666430705,0.203941023
Bryophytes,Acaulon muticum s.l.,36,1979,2014,87,1.9779,-1.853676086,7.012557237,0.203950757
Lacewings,Coniopteryx tineiformis,36,1977,2012,62,2.2466,-2.063261505,6.744618396,0.204189762
Mayflies,Cloeon simile,37,1978,2014,397,-2.2535,-6.637485962,1.929614429,0.204485537
Soldierflies,Beris fuscipes,45,1970,2014,146,-1.4159,-5.768661924,2.78264323,0.204656898
Lichens,Micarea stipitata,41,1974,2014,110,-0.6808,-4.748009344,3.642725559,0.204863931
Moths,Photedes captiuncula,43,1972,2014,96,1.5217,-2.01768023,6.527838675,0.204901905
Lichens,Punctelia borreri,43,1971,2013,76,-1.5834,-6.006780414,2.683208236,0.205178933
Empid&DolichopodidFlies,Medetera impigra,34,1980,2013,97,-0.5427,-4.838068434,3.603340403,0.205295779
Leaf&SeedBeetles,Phyllotreta atra,45,1970,2014,216,-0.2887,-4.350841732,4.239999527,0.205375964
Empid&DolichopodidFlies,Micromorphus albipes,35,1980,2014,112,2.6353,-1.666303399,7.486555209,0.205395085
Lacewings,Hemerobius marginatus,42,1970,2011,137,-0.1037,-4.199252176,4.469037137,0.205613974
Bryophytes,Metzgeria leptoneura,46,1970,2015,54,-0.1831,-4.561522111,4.117882866,0.205682659
Moths,Gortyna borelii,41,1971,2011,81,0.3228,-3.46752511,5.782910497,0.205702703
Bryophytes,Rhabdoweisia crenulata,39,1977,2015,78,2.0856,-1.856506711,6.533518649,0.206342737
RoveBeetles,Stenus fulvicornis,33,1983,2015,66,-1.8213,-7.243215508,1.210809733,0.206409514
Ants,Temnothorax albipennis,37,1975,2011,108,0.4419,-4.06099656,4.961762544,0.20705389
Hoverflies,Cheilosia barbata,41,1972,2012,105,-1.4193,-5.427143137,2.933032885,0.207198863
Caddisflies,Limnephilus griseus,43,1971,2013,53,-0.0913,-4.294639649,4.135000127,0.207303546
PlantBugs,Graptopeltus lynceus,33,1983,2015,64,3.4096,-0.393013079,7.775549412,0.207915776
Bryophytes,Anastrophyllum hellerianum,40,1976,2015,52,1.5055,-1.452450391,6.794965494,0.20804613
Bryophytes,Grimmia hartmanii,43,1973,2015,125,3.7578,-0.419717448,8.067469871,0.20819249
Bryophytes,Pylaisia polyantha,40,1976,2015,107,5.0493,0.574678718,9.421091267,0.208573892
PlantBugs,Orthocephalus coriaceus,46,1970,2015,74,-1.8209,-5.85694764,2.82268039,0.208724196
Wasps,Psenulus schencki,46,1970,2015,69,-3.032,-7.966158892,0.826952832,0.20931478
Lichens,Cladonia coccifera s. str.,40,1974,2013,117,2.3661,-1.106688087,7.559703699,0.209380815
Bryophytes,Riccia subbifurca,37,1978,2014,113,2.6282,-1.213821112,7.287905378,0.209456015
Spiders,Cicurina cicur,42,1971,2012,208,-3.1519,-7.372693899,1.39546712,0.209670131
Lichens,Bacidia laurocerasi,45,1971,2015,69,-0.1533,-3.890547388,4.557421584,0.209759081
Caddisflies,Limnephilus politus,43,1971,2013,64,-1.7651,-5.851261898,2.602601761,0.209980613
Dragonflies,Erythromma viridulum,16,2000,2015,2961,22.2053,18.19257277,26.4746444,0.210280856
Hoverflies,Cheilosia cynocephala,41,1971,2011,84,-4.5047,-9.323995624,-0.315960772,0.210771627
FungusGnats,Exechia seriata,39,1973,2011,109,5.0313,1.423796361,9.739623053,0.210962134
Soldierflies,Acrocera orbiculus,43,1973,2015,57,-3.3318,-8.715602349,0.04322081,0.211031799
Mayflies,Leptophlebia vespertina,33,1978,2010,123,-0.0519,-4.374063757,4.130451007,0.211401568
RoveBeetles,Stenus brunnipes,32,1983,2014,52,-1.5515,-6.785801924,1.872813638,0.211470169
PlantBugs,Trigonotylus caelestialium,45,1971,2015,94,0.1147,-3.845417423,4.499425349,0.211598406
PlantBugs,Notostira elongata,38,1978,2015,241,6.9326,3.327498313,11.80420021,0.212318898
Bryophytes,Colura calyptrifolia,40,1976,2015,343,7.352,2.937860172,11.69234726,0.212744025
Weevils,Hadroplontus trimaculatus,36,1978,2013,50,1.9256,-1.644004889,6.580891728,0.212949713
Stoneflies,Brachyptera putata,38,1978,2015,147,-4.0758,-8.772817867,-0.67943127,0.213028024
Empid&DolichopodidFlies,Poecilobothrus chrysozygos,34,1979,2012,68,0.5661,-3.618072587,4.998622021,0.213194697
Lichens,Lecidella carpathica,39,1977,2015,153,5.5861,1.635318307,10.6264078,0.213229961
Stoneflies,Leuctra geniculata,44,1972,2015,4745,-0.7969,-4.883638656,3.783063977,0.213433381
Lichens,Peltigera britannica,41,1975,2015,52,5.3995,1.80477006,10.65633328,0.213940316
Hoverflies,Brachyopa bicolor,35,1980,2014,102,2.897,-1.030810859,7.494534125,0.214009449
Wasps,Symmorphus crassicornis,45,1971,2015,123,1.9203,-2.344241971,6.269990045,0.214037563
Caddisflies,Rhyacophila fasciata,32,1982,2013,172,2.3563,-1.646354907,6.714040068,0.214162867
Lichens,Eopyrenula grandicula,39,1976,2014,85,2.6632,-0.922090832,7.411388796,0.214216246
Weevils,Cathormiocerus myrmecophilus,44,1970,2013,70,-2.6475,-7.295377656,1.30541379,0.21550989
RoveBeetles,Stenus latifrons,32,1984,2015,93,6.1915,2.204557886,11.0812907,0.215919058
Bryophytes,Aphanolejeunea microscopica,45,1971,2015,178,3.4255,-0.473547674,8.109475411,0.215942225
Bryophytes,Grimmia ramondii,38,1978,2015,155,4.4744,0.362136586,8.90993976,0.215979352
Mayflies,Siphlonurus lacustris,37,1979,2015,97,3.6851,-0.082641003,8.191093164,0.215990206
Moths,Polia bombycina,44,1970,2013,305,-11.1673,-15.00575398,-6.633616265,0.2162884
Ladybirds,Coccinella quinquepunctata,30,1986,2015,76,-5.0345,-9.350485365,-1.027694851,0.216528434
ShieldBugs,Ceraleptus lividus,35,1981,2015,54,-0.5387,-4.884100768,3.591145489,0.21691246
Millipedes,Chordeuma proximum,27,1981,2007,60,1.9463,-2.03549723,6.570059755,0.21714361
Leaf&SeedBeetles,Aphthona herbigrada,38,1977,2014,116,-1.2094,-5.269321033,3.048732491,0.217187092
Craneflies,Tipula signata,44,1972,2015,95,-4.777,-9.507409701,-1.154810705,0.217336446
Bryophytes,Amphidium lapponicum,43,1973,2015,68,1.3229,-2.316175212,6.016954833,0.217395409
RoveBeetles,Stenus bifoveolatus,31,1985,2015,133,7.7297,3.808152169,12.3635867,0.217826463
Weevils,Taphrorychus bicolor,46,1970,2015,59,-0.8481,-5.277696371,3.560705433,0.217909966
Soldierflies,Pamponerus germanicus,44,1972,2015,50,-2.3008,-6.784014881,1.755560126,0.218067544
Wasps,Passaloecus eremita,37,1978,2014,241,-0.1526,-4.0948844,4.122179558,0.218748058
Spiders,Steatoda grossa,43,1972,2014,128,5.6048,2.022067364,10.51974337,0.218904535
Caddisflies,Agraylea sexmaculata,39,1975,2013,116,6.9097,3.306120869,11.64532663,0.219880711
Caddisflies,Limnephilus decipiens,43,1971,2013,86,2.1854,-1.470036917,6.597601969,0.221254481
